recipe_name,subject
http://www.semanticweb.org/banzo/ontologies/2022/5/dbara#AfterEmit,http://www.semanticweb.org/banzo/ontologies/2022/5/dbara#VegetarianRecipe
http://www.semanticweb.org/banzo/ontologies/2022/5/dbara#AfterEmit,http://www.semanticweb.org/banzo/ontologies/2022/5/dbara#NamedRecipe
